Crop,Temperature_C,Rainfall_mm,Humidity_pct,SoilMoisture_pct,Nitrogen,Phosphorus,Potassium,Soil_pH,LeafSpot,Wilting,Yellowing,SymptomScore,DiseaseRisk,Yield_t_ha
Maize,29.249468659396527,59.39404829019919,60.80661651477,67.71674765316591,127.85652742232097,37.33584495403092,37.26449022823462,5.9216344368948945,0,0,0,0,Low,4.858488204090602
Maize,27.50262484274987,59.873914240772265,69.96288096847952,52.72701674866539,84.93667679455129,35.92094755605452,42.963874474567156,6.82541786471378,0,0,0,0,Low,4.603971918047995
Rice,23.20532728067816,112.02465629609532,66.97991775588602,85.20089370130025,98.41726105182435,47.19082259573765,56.618057836696316,5.207820406926178,0,0,0,0,Low,4.3545732552875
Wheat,29.48063837670574,88.95135762198817,55.684208233820875,54.667258673205886,82.53595244440167,20.084045709934337,35.23167714184781,6.618818577535732,0,0,0,0,Low,3.602529301122617
Rice,26.13550026275352,145.59099518729641,81.43191429318406,61.328804817983475,98.70235474929231,38.593913533381865,9.287173370425386,5.711502300572944,0,0,0,0,Low,4.1961576800736875
Cotton,31.447361252731106,94.99253092545476,61.759588748053375,56.49768885280071,60.1963134383819,26.55807681364126,27.735211080984733,6.702051028748898,0,0,0,0,Low,2.8575138948715284
Maize,24.457399294602794,47.11741938717725,58.70695191790696,38.55751274235957,92.44739280051346,40.78597952123868,43.02406569151065,6.353212442227514,0,0,0,0,Low,4.504635308023566
Wheat,22.32101069474983,25.155200298285088,67.60794369472768,68.9964497365029,50.927627313700825,46.482654190114545,24.654084232019507,6.254361159642091,0,0,0,0,Low,3.5764184486520563
Rice,28.707669257244785,154.85310587705737,72.88081388375801,76.76028322442717,72.20587089873732,41.47814447310989,33.516197809461175,6.905505109115001,0,0,0,0,Medium,3.996026106893538
Wheat,20.17696601502822,85.24728122126007,59.20888792684721,52.310537313131974,71.31061660072342,27.42004252567159,33.22670315994795,7.593573152158259,0,0,0,0,Low,3.6401676860522643
Wheat,22.428623706289905,54.297793117846034,59.90555705744882,61.08434861795006,81.50024727787837,43.931563032894914,22.265532586005236,6.697031443001157,0,0,0,0,Low,3.3233494518539786
Maize,28.136530205588414,57.30083011814213,81.88052872286113,93.09946664326318,79.94820587814247,51.52914725561602,36.678555105274036,6.769025521317221,0,0,0,0,Low,4.648775529969337
Maize,22.805039228917092,82.63536073852127,64.32711223073697,56.802389082368684,93.36368025479413,46.84814268841217,34.00471326670591,5.660245796420498,0,0,0,0,Low,5.022995758565186
Cotton,27.64161373939428,77.95217951749414,68.71137806928414,42.0640970777968,72.63140322991812,42.871569961118766,41.87386051564751,7.924260003110238,0,0,0,0,Low,2.9662519562816145
Wheat,22.219385424807868,61.69224423017528,71.8586369333029,89.11814238198785,74.53409257026807,18.402512163209092,30.34600981856488,7.418283454529954,0,0,0,0,Low,3.454441025743679
Rice,30.782790119270487,127.02813850043034,77.96493147003844,74.41601851245458,87.9483533172112,33.698308339513474,54.15375689469442,5.622723741933763,0,0,0,0,Low,4.385945697123692
Maize,24.170776963307006,74.98198102748987,61.30927042351194,70.58651970473319,109.5041345979044,29.907574257326935,31.97933255483329,6.5883455727037425,0,0,0,0,Low,5.118536371008618
Maize,19.498509039274914,57.08961064845327,71.97539960133558,66.57500817814592,94.31134178692406,44.40268417132897,42.3472146856177,6.910334913075923,0,1,0,1,Low,4.761048649939071
Maize,16.328046506404544,21.90619343427288,82.10657367437442,67.11242639791625,92.55286265677144,39.428985424502685,34.12465879945127,5.781589034706314,0,0,1,1,Medium,4.604726377364014
Maize,26.308976091792374,66.28997309315382,76.76904232414358,76.08215721331254,71.16210336319728,49.773839045575286,30.64036554885952,6.744431789054629,1,0,0,1,Medium,4.728427679222929
Wheat,12.516599765904973,48.4821162428046,76.57157437744969,37.904344915862296,98.90199072996046,28.224439007212744,36.28312962473496,7.194524642528121,0,0,0,0,Low,3.49773033750169
Wheat,21.315234734009316,80.56132265738019,70.62205881008263,48.089702987141386,97.55355733608374,40.50984752945861,33.89581616598743,7.2505753509119275,0,0,0,0,Low,3.487124478474554
Wheat,24.986114119207738,60.0602095227824,55.75640130229917,93.57803601812016,101.99240994533864,51.74623174745249,21.855811228320004,7.130578633969741,0,0,0,0,Low,3.487555085404273
Rice,27.554421630530186,127.13267827289029,100.0,78.65403669558681,83.79231148877986,43.75146709713518,30.57529414301952,5.073987618828611,0,0,0,0,Medium,3.7736679129248007
Rice,29.034150050635958,87.71867356564715,74.63648785684194,64.5850106536737,86.00229625260467,42.06181429445133,48.8447958307307,5.482358448570845,0,0,0,0,Low,4.266895108663834
Rice,27.959384827069602,98.45667470174598,73.24371557516162,73.21419096500072,114.36812849477477,37.900144265785165,57.01190685753008,5.766636552401958,1,0,0,1,Low,3.795149131228103
Maize,27.741071701784644,68.00747674925769,86.84456119037416,76.58032343005135,104.58245832838621,35.118649107050835,37.44867664657556,5.961874924163695,0,0,0,0,Low,4.620900493326034
Wheat,20.049913925275376,33.28205040267395,68.84537071254645,60.031145493615426,75.95259232745458,30.149976772588865,33.68654671966728,6.943067357263176,0,0,0,0,Low,3.711190526765111
Wheat,22.71692353165199,69.00511916808024,59.8073737260082,62.87526506428216,49.452247070247466,30.18987514216372,58.781098736383925,6.432891853150131,0,0,0,0,Low,3.400338739710064
Cotton,32.362557402370314,77.39827596117706,83.52841981870463,48.30659035234295,54.51453702838336,42.27238756249001,40.005823180429786,6.131158885007845,0,0,0,0,Low,2.7149768226523463
Rice,18.739540652120834,140.76740736507395,90.5752339996442,100.0,77.2378511766882,55.33820244254211,35.467450899747895,5.132047395586036,0,0,0,0,High,4.324515730541549
Wheat,18.47024388039764,50.39711877762039,59.13542926854193,36.74842711668575,97.36732939575424,50.54024541193409,19.65651128120078,6.374144657465909,1,0,0,1,Medium,3.2815282415026457
Maize,24.02471647609527,61.53448419791367,74.50184226356967,63.46807339947501,68.23338139544475,36.74369794690689,17.962185782218217,6.104756993737691,1,0,1,2,High,4.6122673877937315
Rice,32.27906086913988,123.13212822835807,86.92488618391306,76.39046783993656,66.72422926276701,31.859092779811753,26.060749936009444,5.878618702120039,0,0,0,0,Low,4.380922167426393
Rice,22.214690970430723,95.78498805006822,72.48456851016108,59.078177495173364,96.10008096861299,46.44556684794348,47.61421685367543,4.796401774204593,0,0,0,0,Low,4.086192990853649
Rice,31.95431835749357,158.08364399285307,87.46369145560173,59.55675608321375,86.62441177795904,41.04646481126278,64.44343347017035,4.973366319382666,0,1,1,2,High,4.3358233508492745
Rice,25.37206619023434,121.16267055732789,91.60486373762812,68.01771877964677,92.75687966857767,31.446675520325314,37.86528178334842,6.014787593660751,1,0,0,1,High,3.9769958227128788
Cotton,25.319524176804286,98.23763804975798,98.51523387025993,25.964886790319568,95.00902256318894,36.009150227162436,29.451059993837138,6.657054741171711,1,0,0,1,High,2.68052593763864
Cotton,27.391355535728383,90.07846432403227,66.11510941838945,92.99866606427952,111.22714552974955,31.827270306218146,39.51960363509802,7.105635669236007,0,0,0,0,Low,2.9720185575475186
Maize,28.28906270419239,83.28787924214045,75.67796115826454,75.87643680271995,76.45333128598686,43.887302902065464,44.00409525227683,6.7148602313974655,0,0,0,0,Low,4.793762560220132
Cotton,24.308914017480845,67.47138712222672,46.04185756708698,33.396000411620264,72.56114158095346,29.06404295355709,31.067871934741735,6.4258772814866845,1,0,1,2,Medium,2.802176645950547
Cotton,28.00542463913001,50.02405011649981,74.31327151389215,67.88868502648607,47.063922441358464,27.13547699290407,22.308576502127018,6.269341937537081,0,1,0,1,Medium,2.914739294696426
Rice,20.066431309061098,112.08463305007828,82.25452595407985,79.18344144897763,65.2474634389001,52.82801381787724,29.453270550285833,5.984270418894357,1,0,0,1,High,4.317727341626377
Cotton,28.943467368735817,57.18400391609496,53.29099180325085,70.10683894955966,84.57443984841194,38.54923143249964,40.6020990749888,8.017813021401093,0,0,0,0,Low,2.851080089242041
Wheat,22.50857409181477,34.15517303057696,68.16916879509316,52.6071495166765,97.19173482994657,26.704176942716515,23.41550059625314,7.319073274072189,0,0,0,0,Low,3.714399740622149
Cotton,29.181525980508663,72.25897805008597,62.48891032760664,70.76346943251959,83.02836729872001,33.07100422360753,32.653623493996285,6.17948273831363,0,0,0,0,Low,2.725462784221181
Cotton,28.861781224567288,69.50415384482574,75.64332997883358,42.169194743612685,79.65945298424334,31.437852678946747,25.618901757564053,6.57687733337143,0,1,0,1,Low,2.4199213355960576
Wheat,18.522584177287875,28.14432662988851,66.37441649300781,54.37789703529034,71.84152863758575,49.072207810236705,35.2674476460232,6.865260897785956,0,0,0,0,Low,3.6211664501350467
Rice,31.369235991195875,150.24957096335203,77.40240145777491,66.8699079651354,117.94265375528326,49.29056073647422,48.75175935668459,5.047212501042182,0,0,0,0,Medium,4.22145150460436
Rice,24.551486990486133,111.41855606640952,70.9759379864038,78.61378763093582,108.33483821756226,37.38107790175573,35.714000846599816,5.253107843965318,0,0,0,0,Low,4.177005051137914
Wheat,23.42127774081814,54.08302234742234,70.37948569725351,92.26861945749857,98.96502318638588,29.48883472016741,33.207568061894676,7.551163552265909,1,0,0,1,Medium,3.601804890245852
Cotton,26.406816800765395,55.38076099626818,81.03922166644706,59.527844428929804,53.69607263822978,20.79227260822804,31.647608412365166,6.52798823602081,1,0,1,2,High,2.8785577232244814
Cotton,17.76926683398113,47.40165008705101,62.024135997412394,52.062568289025066,62.623583234176294,26.826974767760362,46.71482891182092,6.4408424774776005,0,0,1,1,Low,2.8562680922999606
Rice,21.32925855672339,101.4400490231315,78.50513393568143,72.37205429514094,118.06958831006784,47.019219546526124,26.88542043062968,5.935577628137603,0,0,0,0,Low,4.307491327866568
Wheat,23.873330372675184,49.791090734790686,47.807175985548774,58.05531794328983,85.94117001462719,41.57933699156224,21.109198838521955,6.614298189118994,1,0,0,1,High,3.4891746293428296
Wheat,20.144824342493276,47.136200698170605,83.10133322144183,59.29412477356388,40.18648559606888,49.80090331166693,17.76042847549855,6.553341218921072,0,0,1,1,Medium,3.5706298566045214
Rice,27.21582650691696,122.30056499168734,64.20900754880576,71.64335382827954,82.1004823390596,43.41349123268497,39.62744414846396,5.822758478922216,0,0,1,1,Medium,4.118863834646204
Rice,24.113308909300606,125.73319026716362,79.90005829099971,100.0,107.95564295866727,30.360543379159527,28.435636231819913,6.059823452834207,0,0,0,0,Low,4.106790930482815
Wheat,23.828813547785472,27.073305454456698,56.07389469875443,51.56492933227697,88.4522927302718,42.42693149748084,30.461739728016333,6.2198886777932385,0,0,0,0,Low,3.4261530464742105
Cotton,31.348863871749714,64.01306818920173,78.53434435500313,48.25940442517861,101.55285408124547,28.596187908351652,11.334600486393839,7.054132529410307,0,0,0,0,Low,2.6232050384780643
Wheat,17.80463496431803,41.850390697871966,68.35833135149419,39.10593504916682,83.85026962762667,34.29527696116605,16.597523679689232,7.790862429168442,0,0,0,0,Low,3.3073504752851868
Wheat,20.14895824150335,75.27630246233811,84.62270423272082,60.08676319433699,53.87883757907194,35.89119946938551,19.476065555868807,6.899997535443733,0,0,0,0,Low,3.678845917918153
Maize,29.695332910135342,63.88648939308762,80.53500419028211,57.82149136975829,106.66685119731873,46.66531781292743,26.478211932606506,6.532460286025882,1,0,0,1,Medium,4.689576119161331
Wheat,22.564544175922514,44.280971589501846,68.37567659236827,51.86437881257582,60.429573100469554,26.22757384003333,38.79373282956503,6.0681632806627395,0,0,0,0,Low,3.347194508563418
Cotton,31.886184966609658,80.75215104509823,51.50993016932056,51.09604897625015,102.27517375068292,18.519077041469636,24.015740646564396,6.6257170901348434,0,0,0,0,Low,3.0980623963146217
Cotton,30.927025416412626,34.932233361284005,53.02133309954146,73.77921426584378,69.08851710485767,36.25180185626525,49.95667489783965,8.210455205802948,0,1,0,1,Medium,2.9606311255942646
Rice,30.672327795272317,113.3673584719134,92.16578006241492,94.31196261047245,87.39259590701195,48.08938214954263,32.640408545907086,6.097013327389307,0,0,1,1,Medium,4.2469841678962235
Wheat,23.059977897683485,91.83883353364581,75.35615821151764,61.9160597175643,60.349384229492344,32.51610267773039,38.95537757565778,7.16700616090873,0,0,0,0,Low,3.6324092408291757
Wheat,25.431065395164634,32.96838431688829,82.5160894392503,64.8981113407129,112.74601729939498,36.35942757493221,29.620564526529254,6.847963237475644,0,0,0,0,Low,3.3904686749632273
Rice,30.12065510361297,106.37572192177915,88.78706544534367,93.89904576069932,107.3042478176086,29.70639859919519,50.11943985386401,5.943687792178621,1,0,0,1,High,3.961881915060665
Rice,22.488876307773474,90.76054964576234,65.33395122748784,96.7467105210541,116.9194727417216,34.18403073673066,31.147938021405942,5.716644499744511,0,0,0,0,Low,4.3421773144441245
Maize,23.298458199284998,59.93767947720678,75.519610097843,67.40027338779181,108.1131786862443,53.03649306903634,32.40231354210914,5.570673772654879,0,0,0,0,Low,4.468358685372669
Wheat,15.022582718407271,56.70442181221906,61.25303106229889,84.70396961979168,68.43036854692596,51.31368963378661,33.87571070089533,5.786316260511468,0,0,0,0,Low,3.3581099242639056
Rice,27.932702982295247,116.52557541479752,83.94502959353338,67.1739366999412,85.15975847742922,39.55510400706552,54.734520902985366,6.537253578484691,0,0,0,0,Low,4.354078192419439
Rice,19.912592387551392,135.37337231186325,65.09824023561839,87.83402141324262,91.13161360729859,44.4911410439276,54.64317098124635,6.198598121841842,0,0,0,0,Low,4.227556832650365
Cotton,30.57425848771365,66.63179762601516,60.32515045922065,74.86530039805754,86.16290666608481,24.82302095177096,29.76447849125762,6.40410515815344,0,0,1,1,Low,2.754081580127288
Rice,34.54858318640673,104.1661863647286,81.04568674396161,78.2371131616776,123.22831566055372,53.613313099752034,33.87571070089533,5.264716727645106,0,0,0,0,Low,4.035566628533903
Rice,22.87713638033441,96.69991141893021,74.12664011978173,76.99232564925967,107.27693718282715,55.38521539802335,32.19946758629957,5.931672475294457,1,0,0,1,Low,4.16802487914271
Wheat,27.37659185841732,69.9894690700834,86.83130915398733,64.31505030596615,76.66926699210553,30.42399892480484,33.53831916078257,7.121557052461378,0,0,0,0,Low,3.6821117094849733
Cotton,26.96110131769854,99.97173459306276,71.62210485334772,37.92091300415127,65.09450522633992,49.47440115586567,49.92515353168118,6.078338876719158,1,0,0,1,Medium,2.4588176476868684
Rice,23.893260182375958,115.09004616886004,81.81810674727612,89.89754050189647,99.537086168695,38.61480857123278,55.492242025271544,5.239962695619474,0,0,0,0,Low,4.231567303544466
